id_detalle,id_pedido,id_producto,cantidad,precio_unitario
3362,1289,19,54,131000
3363,1289,9,79,188000
3364,1289,25,51,55000
3365,1289,6,78,108000
3366,1290,1,72,147000
3367,1290,14,76,252000
3368,1291,22,56,32000
3369,1291,15,72,87000
3370,1292,8,38,236000
3371,1292,21,74,67000
3372,1293,16,40,87000
3373,1293,5,55,108000
3374,1294,3,78,212000
3375,1294,2,80,251000
3376,1294,6,23,108000
3377,1295,24,1,49000
3378,1296,6,2,108000
3379,1297,22,2,32000
3380,1297,7,2,90000
3381,1298,15,2,87000
3382,1299,12,1,510000
3383,1299,14,2,252000
3384,1300,23,2,43000
3385,1300,12,1,510000
3386,1300,25,2,55000
3387,1301,1,2,147000
3388,1302,1,2,147000
3389,1303,14,2,252000
3390,1304,15,3,87000
3391,1305,20,1,43000
3392,1305,4,3,188000
3393,1305,14,1,252000
3394,1306,5,1,108000
3395,1307,2,2,251000
3396,1307,5,2,108000
3397,1307,3,1,212000
3398,1308,20,3,43000
3399,1308,9,1,188000
3400,1308,23,3,43000
3401,1309,19,2,131000
3402,1310,24,2,49000
3403,1311,24,2,49000
3404,1311,8,2,236000
3405,1312,1,58,147000
3406,1312,8,48,236000
3407,1313,15,33,87000
3408,1313,24,39,49000
3409,1314,20,24,43000
3410,1314,22,21,32000
3411,1315,20,31,43000
3412,1315,12,43,510000
3413,1315,23,19,43000
3414,1316,24,17,49000
3415,1316,1,71,147000
3416,1317,25,23,55000
3417,1317,22,24,32000
3418,1317,9,79,188000
3419,1317,17,73,108000
3420,1318,20,23,43000
3421,1318,15,25,87000
3422,1318,2,62,251000
3423,1319,15,61,87000
3424,1319,18,48,147000
3425,1319,17,32,108000
3426,1319,9,49,188000
3427,1320,17,27,108000
3428,1320,15,38,87000
3429,1320,14,73,252000
3430,1320,3,60,212000
3431,1320,1,58,147000
3432,1321,22,31,32000
3433,1321,23,56,43000
3434,1321,25,73,55000
3435,1321,16,25,87000
3436,1321,8,42,236000
3437,1322,1,64,147000
3438,1322,13,35,463000
3439,1323,25,46,55000
3440,1323,17,29,108000
3441,1323,9,69,188000
3442,1323,12,55,510000
3443,1324,15,20,87000
3444,1324,12,12,510000
3445,1324,18,30,147000
3446,1324,23,20,43000
3447,1325,15,59,87000
3448,1325,11,14,187000
3449,1326,5,28,108000
3450,1326,7,59,90000
3451,1326,19,53,131000
3452,1326,2,24,251000
3453,1327,23,3,43000
3454,1327,17,2,108000
3455,1328,15,1,87000
3456,1329,13,2,463000
3457,1329,25,1,55000
3458,1330,21,2,67000
3459,1330,15,3,87000
3460,1331,3,2,212000
3461,1332,16,2,87000
3462,1332,22,2,32000
3463,1333,15,1,87000
3464,1334,1,1,147000
3465,1334,12,2,510000
3466,1334,15,1,87000
3467,1335,15,3,87000
3468,1336,11,2,187000
3469,1336,20,2,43000
3470,1337,9,3,188000
3471,1337,13,3,463000
3472,1338,8,1,236000
3473,1339,2,2,251000
3474,1339,25,2,55000
3475,1339,18,3,147000
3476,1340,11,2,187000
3477,1340,9,3,188000
3478,1340,14,2,252000
3479,1341,3,3,212000
3480,1342,7,2,90000
3481,1343,21,3,67000
3482,1344,17,3,108000
3483,1344,22,2,32000
3484,1344,8,3,236000
3485,1345,4,103,188000
3486,1345,14,50,252000
3487,1346,24,31,49000
3488,1346,16,69,87000
3489,1346,15,78,87000
3490,1347,1,117,147000
3491,1347,5,112,108000
3492,1348,14,3,252000
3493,1348,4,1,188000
3494,1348,25,1,55000
3495,1349,4,1,188000
3496,1349,8,2,236000
3497,1349,2,2,251000
3498,1350,11,3,187000
3499,1350,10,2,421000
3500,1350,18,2,147000
3501,1351,17,1,108000
3502,1352,3,2,212000
3503,1353,23,1,43000
3504,1353,2,2,251000
3505,1353,24,3,49000
3506,1354,6,3,108000
3507,1354,24,2,49000
3508,1355,4,1,188000
3509,1356,18,2,147000
3510,1356,20,2,43000
3511,1356,6,1,108000
3512,1357,8,3,236000
3513,1357,11,1,187000
3514,1357,17,2,108000
3515,1358,18,1,147000
3516,1358,16,1,87000
3517,1359,16,3,87000
3518,1359,13,1,463000
3519,1359,3,2,212000
3520,1360,5,1,108000
3521,1360,16,1,87000
3522,1360,19,3,131000
3523,1361,7,3,90000
3524,1361,1,3,147000
3525,1361,8,2,236000
3526,1362,10,3,421000
3527,1362,7,3,90000
3528,1362,18,2,147000
3529,1363,22,44,32000
3530,1363,20,12,43000
3531,1363,7,27,90000
3532,1363,25,59,55000
3533,1363,23,45,43000
3534,1364,8,20,236000
3535,1364,23,39,43000
3536,1364,6,18,108000
3537,1365,18,52,147000
3538,1365,20,43,43000
3539,1365,24,42,49000
3540,1366,7,11,90000
3541,1366,15,57,87000
3542,1366,9,31,188000
3543,1366,18,56,147000
3544,1367,18,2,147000
3545,1368,22,3,32000
3546,1368,4,2,188000
3547,1368,1,2,147000
3548,1369,16,1,87000
3549,1369,5,3,108000
3550,1369,23,2,43000
3551,1370,16,2,87000
3552,1370,17,2,108000
3553,1371,11,90,187000
3554,1371,1,89,147000
3555,1371,20,110,43000
3556,1371,22,139,32000
3557,1372,23,64,43000
3558,1372,24,103,49000
3559,1372,1,27,147000
3560,1372,25,126,55000
3561,1373,13,123,463000
3562,1373,8,91,236000
3563,1373,5,124,108000
3564,1373,1,103,147000
3565,1374,1,107,147000
3566,1374,3,84,212000
3567,1375,16,80,87000
3568,1375,1,96,147000
3569,1375,19,137,131000
3570,1376,18,75,147000
3571,1376,12,139,510000
3572,1377,20,150,43000
3573,1377,6,28,108000
3574,1378,15,3,87000
3575,1379,22,2,32000
3576,1379,5,3,108000
3577,1380,18,3,147000
3578,1380,21,1,67000
3579,1380,20,1,43000
3580,1381,10,1,421000
3581,1381,21,2,67000
3582,1381,14,1,252000
3583,1382,4,2,188000
3584,1383,15,3,87000
3585,1383,2,1,251000
3586,1383,14,1,252000
3587,1384,25,2,55000
3588,1384,9,3,188000
3589,1384,21,2,67000
3590,1385,9,3,188000
3591,1386,10,74,421000
3592,1386,8,118,236000
3593,1386,17,75,108000
3594,1386,14,48,252000
3595,1387,17,145,108000
3596,1387,13,73,463000
3597,1387,20,99,43000
3598,1387,1,143,147000
3599,1387,9,93,188000
3600,1388,13,142,463000
3601,1388,19,116,131000
3602,1388,1,114,147000
3603,1389,19,38,131000
3604,1389,8,50,236000
3605,1389,10,51,421000
3606,1389,14,74,252000
3607,1389,9,122,188000
3608,1390,18,98,147000
3609,1390,21,136,67000
3610,1390,15,50,87000
3611,1391,4,112,188000
3612,1391,21,71,67000
3613,1391,22,150,32000
3614,1392,16,108,87000
3615,1392,4,21,188000
3616,1393,25,141,55000
3617,1393,8,84,236000
3618,1393,9,135,188000
3619,1393,18,146,147000
3620,1393,13,86,463000
3621,1394,19,91,131000
3622,1394,23,147,43000
3623,1395,4,104,188000
3624,1395,16,90,87000
3625,1395,14,145,252000
3626,1396,1,92,147000
3627,1396,23,93,43000
3628,1396,5,142,108000
3629,1396,15,89,87000
3630,1397,6,125,108000
3631,1397,4,58,188000
3632,1397,24,110,49000
3633,1398,20,84,43000
3634,1398,10,81,421000
3635,1398,21,109,67000
3636,1398,17,123,108000
3637,1398,15,70,87000
3638,1399,22,103,32000
3639,1399,10,138,421000
3640,1399,1,113,147000
3641,1400,15,111,87000
3642,1400,14,33,252000
3643,1400,8,35,236000
3644,1401,17,2,108000
3645,1401,14,1,252000
3646,1401,13,2,463000
3647,1402,15,3,87000
3648,1402,4,2,188000
3649,1403,25,64,55000
3650,1403,3,28,212000
3651,1403,22,45,32000
3652,1404,1,73,147000
3653,1404,7,58,90000
3654,1404,16,104,87000
3655,1404,5,74,108000
3656,1405,2,83,251000
3657,1405,8,90,236000
3658,1405,5,79,108000
3659,1405,11,106,187000
3660,1405,3,44,212000
3661,1406,25,1,55000
3662,1406,5,1,108000
3663,1406,16,3,87000
3664,1407,11,3,187000
3665,1407,12,1,510000
3666,1407,10,2,421000
3667,1408,6,2,108000
3668,1409,16,3,87000
3669,1409,12,2,510000
3670,1410,7,1,90000
3671,1410,12,1,510000
3672,1410,8,1,236000
3673,1411,5,1,108000
3674,1412,10,52,421000
3675,1412,3,17,212000
3676,1412,13,53,463000
3677,1413,18,35,147000
3678,1413,5,45,108000
3679,1413,3,12,212000
3680,1413,23,19,43000
3681,1413,10,34,421000
3682,1414,1,23,147000
3683,1414,24,50,49000
3684,1414,9,53,188000
3685,1414,15,15,87000
3686,1415,5,30,108000
3687,1415,18,31,147000
3688,1415,21,42,67000
3689,1415,1,38,147000
3690,1415,11,24,187000
3691,1416,11,89,187000
3692,1416,16,27,87000
3693,1416,14,62,252000
3694,1417,24,1,49000
3695,1417,23,3,43000
3696,1417,25,1,55000
3697,1418,8,2,236000
3698,1418,5,1,108000
3699,1419,1,2,147000
3700,1420,19,3,131000
3701,1420,25,3,55000
3702,1420,9,2,188000
3703,1421,7,3,90000
3704,1421,22,2,32000
3705,1422,8,1,236000
3706,1422,2,3,251000
3707,1422,15,3,87000
3708,1423,25,2,55000
3709,1423,20,2,43000
3710,1424,18,2,147000
3711,1424,13,3,463000
3712,1424,19,2,131000
3713,1425,8,2,236000
3714,1425,15,3,87000
3715,1425,1,1,147000
3716,1426,19,2,131000
3717,1426,7,2,90000
3718,1427,24,45,49000
3719,1427,4,80,188000
3720,1427,3,27,212000
3721,1428,17,74,108000
3722,1428,3,55,212000
3723,1428,15,26,87000
3724,1429,5,67,108000
3725,1429,18,71,147000
3726,1429,23,91,43000
3727,1430,20,80,43000
3728,1430,25,59,55000
3729,1431,20,1,43000
3730,1431,21,3,67000
3731,1432,5,1,108000
3732,1432,9,1,188000
3733,1432,20,3,43000
3734,1433,5,3,108000
3735,1434,7,1,90000
3736,1435,19,1,131000
3737,1436,6,2,108000
3738,1436,2,1,251000
3739,1437,20,3,43000
3740,1437,5,1,108000
3741,1438,14,1,252000
3742,1438,5,3,108000
3743,1439,24,2,49000
3744,1439,11,2,187000
3745,1440,18,2,147000
3746,1440,20,3,43000
3747,1440,24,2,49000
3748,1441,20,2,43000
3749,1442,8,3,236000
3750,1442,18,1,147000
3751,1443,18,1,147000
3752,1443,2,3,251000
3753,1443,17,2,108000
3754,1444,2,1,251000
3755,1445,21,107,67000
3756,1445,9,141,188000
3757,1445,1,24,147000
3758,1445,7,136,90000
3759,1445,2,34,251000
3760,1446,25,125,55000
3761,1446,7,127,90000
3762,1447,15,113,87000
3763,1447,13,23,463000
3764,1447,11,70,187000
3765,1448,13,26,463000
3766,1448,24,45,49000
3767,1448,16,106,87000
3768,1449,21,110,67000
3769,1449,4,48,188000
3770,1449,25,25,55000
3771,1449,7,142,90000
3772,1450,25,48,55000
3773,1450,20,41,43000
3774,1450,9,21,188000
3775,1450,12,122,510000
3776,1451,23,139,43000
3777,1451,18,73,147000
3778,1451,11,116,187000
3779,1451,21,92,67000
3780,1452,11,21,187000
3781,1452,14,79,252000
3782,1452,22,70,32000
3783,1453,11,3,187000
3784,1453,2,1,251000
3785,1454,11,55,187000
3786,1454,17,56,108000
3787,1454,18,42,147000
3788,1454,2,29,251000
3789,1454,22,25,32000
3790,1455,17,33,108000
3791,1455,11,56,187000
3792,1455,7,24,90000
3793,1455,9,14,188000
3794,1455,14,58,252000
3795,1456,14,29,252000
3796,1456,25,50,55000
3797,1456,24,45,49000
3798,1457,21,44,67000
3799,1457,23,40,43000
3800,1457,2,60,251000
3801,1458,12,33,510000
3802,1458,20,53,43000
3803,1458,7,46,90000
3804,1459,15,42,87000
3805,1459,13,25,463000
3806,1460,19,30,131000
3807,1460,23,48,43000
3808,1461,10,1,421000
3809,1461,18,2,147000
3810,1462,10,3,421000
3811,1463,8,1,236000
3812,1464,18,1,147000
3813,1464,6,2,108000
3814,1464,7,3,90000
3815,1465,6,2,108000
3816,1466,1,1,147000
3817,1466,25,2,55000
3818,1467,13,2,463000
3819,1467,19,3,131000
3820,1468,4,3,188000
3821,1468,14,2,252000
3822,1468,11,2,187000
3823,1469,9,3,188000
3824,1470,10,1,421000
3825,1470,1,3,147000
3826,1471,19,2,131000
3827,1472,6,1,108000
3828,1472,21,1,67000
3829,1473,7,3,90000
3830,1473,25,1,55000
3831,1473,6,3,108000
3832,1474,1,3,147000
3833,1474,8,2,236000
3834,1474,7,1,90000
3835,1475,18,1,147000
3836,1475,23,1,43000
3837,1476,10,1,421000
3838,1476,23,2,43000
3839,1477,2,2,251000
3840,1478,17,2,108000
3841,1478,16,1,87000
3842,1479,11,24,187000
3843,1479,8,107,236000
3844,1480,13,87,463000
3845,1480,16,35,87000
3846,1480,5,80,108000
3847,1480,19,43,131000
3848,1480,7,97,90000
3849,1481,19,20,131000
3850,1481,18,86,147000
3851,1481,9,66,188000
3852,1482,22,1,32000
3853,1482,24,2,49000
3854,1483,21,1,67000
3855,1483,1,1,147000
3856,1484,11,3,187000
3857,1484,7,3,90000
3858,1485,19,3,131000
3859,1485,18,2,147000
3860,1486,1,2,147000
3861,1486,3,1,212000
3862,1487,22,3,32000
3863,1488,24,2,49000
3864,1488,8,1,236000
3865,1488,7,2,90000
3866,1489,25,3,55000
3867,1489,2,1,251000
3868,1489,22,2,32000
3869,1490,3,3,212000
3870,1490,22,1,32000
3871,1491,15,3,87000
3872,1491,10,2,421000
3873,1491,12,2,510000
3874,1492,13,1,463000
3875,1492,23,1,43000
3876,1493,11,1,187000
3877,1494,10,3,421000
3878,1494,25,3,55000
3879,1495,22,1,32000
3880,1496,1,1,147000
3881,1496,23,3,43000
3882,1497,10,3,421000
3883,1498,1,3,147000
3884,1498,25,3,55000
3885,1499,15,2,87000
3886,1499,22,2,32000
3887,1499,6,3,108000
3888,1500,23,1,43000
3889,1500,25,1,55000
3890,1501,4,3,188000
3891,1501,24,3,49000
3892,1501,3,3,212000
3893,1502,24,2,49000
3894,1503,11,2,187000
3895,1503,1,2,147000
3896,1504,6,2,108000
3897,1504,10,2,421000
3898,1505,11,1,187000
3899,1505,4,2,188000
3900,1506,13,3,463000
3901,1507,22,18,32000
3902,1507,4,38,188000
3903,1507,24,13,49000
3904,1507,21,35,67000
3905,1508,18,23,147000
3906,1508,12,28,510000
3907,1508,19,33,131000
3908,1508,25,48,55000
3909,1509,17,46,108000
3910,1509,7,24,90000
3911,1509,5,10,108000
3912,1509,16,26,87000
3913,1510,17,54,108000
3914,1510,3,47,212000
3915,1510,24,45,49000
3916,1511,25,2,55000
3917,1511,6,1,108000
3918,1512,22,1,32000
3919,1512,21,2,67000
3920,1512,6,3,108000
3921,1513,1,1,147000
3922,1513,6,3,108000
3923,1513,3,1,212000
3924,1514,13,3,463000
3925,1515,15,47,87000
3926,1515,6,46,108000
3927,1515,24,41,49000
3928,1516,3,74,212000
3929,1516,13,50,463000
3930,1517,17,120,108000
3931,1517,2,116,251000
3932,1517,22,68,32000
3933,1518,21,55,67000
3934,1518,10,17,421000
3935,1518,8,45,236000
3936,1518,3,51,212000
3937,1519,17,2,108000
3938,1519,8,1,236000
3939,1520,5,3,108000
3940,1521,14,2,252000
3941,1522,13,3,463000
3942,1523,20,2,43000
3943,1523,8,2,236000
3944,1524,22,3,32000
3945,1524,4,2,188000
3946,1524,10,3,421000
3947,1525,13,3,463000
3948,1525,11,2,187000
3949,1526,10,54,421000
3950,1526,3,135,212000
3951,1526,20,76,43000
3952,1527,2,26,251000
3953,1527,18,130,147000
3954,1528,25,95,55000
3955,1528,13,45,463000
3956,1529,22,29,32000
3957,1529,15,81,87000
3958,1530,9,60,188000
3959,1530,18,134,147000
3960,1530,14,83,252000
3961,1530,3,24,212000
3962,1530,8,91,236000
3963,1531,19,71,131000
3964,1531,25,57,55000
3965,1531,6,63,108000
3966,1531,20,108,43000
3967,1532,10,113,421000
3968,1532,16,30,87000
3969,1533,9,73,188000
3970,1533,16,78,87000
3971,1533,25,78,55000
3972,1533,21,41,67000
3973,1534,25,3,55000
3974,1534,9,1,188000
3975,1535,2,3,251000
3976,1536,21,2,67000
3977,1537,9,30,188000
3978,1537,17,27,108000
3979,1538,7,39,90000
3980,1538,17,71,108000
3981,1538,1,40,147000
3982,1539,15,145,87000
3983,1539,14,75,252000
3984,1539,16,107,87000
3985,1539,10,71,421000
3986,1539,1,144,147000
3987,1540,4,108,188000
3988,1540,1,50,147000
3989,1540,14,40,252000
3990,1540,24,57,49000
3991,1540,21,71,67000
3992,1541,5,92,108000
3993,1541,16,62,87000
3994,1541,4,107,188000
3995,1541,18,116,147000
3996,1542,24,125,49000
3997,1542,1,26,147000
3998,1542,23,27,43000
3999,1543,22,142,32000
4000,1543,6,53,108000
4001,1543,3,105,212000
4002,1544,8,134,236000
4003,1544,12,137,510000
4004,1544,23,107,43000
4005,1544,25,23,55000
4006,1545,9,103,188000
4007,1545,5,98,108000
4008,1545,22,129,32000
4009,1545,10,20,421000
4010,1545,23,99,43000
4011,1546,11,40,187000
4012,1546,21,38,67000
4013,1546,5,75,108000
4014,1546,16,37,87000
4015,1547,25,3,55000
4016,1547,6,2,108000
4017,1548,3,1,212000
4018,1549,16,3,87000
4019,1549,11,3,187000
4020,1549,6,3,108000
4021,1550,18,1,147000
4022,1550,22,2,32000
4023,1551,4,3,188000
4024,1551,12,1,510000
4025,1551,19,3,131000
4026,1552,24,2,49000
4027,1552,4,1,188000
4028,1552,13,2,463000
4029,1553,19,1,131000
4030,1553,21,2,67000
4031,1554,1,29,147000
4032,1554,21,41,67000
4033,1554,6,11,108000
4034,1554,19,20,131000
4035,1555,21,11,67000
4036,1555,17,34,108000
4037,1555,15,14,87000
4038,1556,23,3,43000
4039,1557,15,118,87000
4040,1557,1,85,147000
4041,1558,17,63,108000
4042,1558,22,104,32000
4043,1558,13,23,463000
4044,1558,7,142,90000
4045,1559,12,105,510000
4046,1559,22,122,32000
4047,1560,16,24,87000
4048,1560,21,100,67000
4049,1560,10,20,421000
4050,1561,21,26,67000
4051,1561,13,47,463000
4052,1561,5,44,108000
4053,1561,6,99,108000
4054,1562,17,120,108000
4055,1562,16,48,87000
4056,1562,25,88,55000
4057,1563,22,3,32000
4058,1563,12,2,510000
4059,1564,2,1,251000
4060,1564,8,3,236000
4061,1564,5,3,108000
4062,1565,17,3,108000
4063,1565,7,1,90000
4064,1565,11,3,187000
4065,1566,10,2,421000
4066,1567,21,3,67000
4067,1568,10,2,421000
4068,1569,14,3,252000
4069,1569,3,3,212000
4070,1569,5,1,108000
4071,1570,11,2,187000
4072,1570,17,3,108000
4073,1571,24,1,49000
4074,1572,25,28,55000
4075,1572,6,30,108000
4076,1572,15,80,87000
4077,1573,12,49,510000
4078,1573,22,64,32000
4079,1574,20,42,43000
4080,1574,21,71,67000
4081,1575,7,49,90000
4082,1575,24,25,49000
4083,1575,25,65,55000
4084,1576,19,3,131000
4085,1577,12,2,510000
4086,1577,5,1,108000
4087,1578,25,3,55000
4088,1578,9,2,188000
4089,1578,3,1,212000
4090,1579,10,3,421000
4091,1579,23,1,43000
4092,1580,19,1,131000
4093,1580,25,1,55000
4094,1581,20,1,43000
4095,1582,5,118,108000
4096,1582,13,48,463000
4097,1582,1,83,147000
4098,1582,17,99,108000
4099,1583,17,98,108000
4100,1583,9,109,188000
4101,1583,1,28,147000
4102,1583,15,54,87000
4103,1584,8,1,236000
4104,1584,3,1,212000
4105,1585,24,3,49000
4106,1586,12,2,510000
4107,1586,18,3,147000
4108,1586,23,2,43000
4109,1587,23,1,43000
4110,1587,21,2,67000
4111,1587,12,3,510000
4112,1588,17,33,108000
4113,1588,16,38,87000
4114,1589,20,60,43000
4115,1589,9,17,188000
4116,1589,13,16,463000
4117,1589,14,13,252000
4118,1589,24,39,49000
4119,1590,2,23,251000
4120,1590,15,24,87000
4121,1590,13,15,463000
4122,1590,12,11,510000
4123,1590,3,38,212000
4124,1591,17,47,108000
4125,1591,12,26,510000
4126,1591,25,48,55000
4127,1592,2,33,251000
4128,1592,23,52,43000
4129,1592,14,50,252000
4130,1592,16,58,87000
4131,1592,21,48,67000
4132,1593,18,12,147000
4133,1593,12,32,510000
4134,1593,13,18,463000
4135,1593,2,20,251000
4136,1593,7,56,90000
4137,1594,16,32,87000
4138,1594,23,22,43000
4139,1595,8,3,236000
4140,1596,18,2,147000
4141,1597,8,3,236000
4142,1597,24,1,49000
4143,1598,12,2,510000
4144,1598,3,2,212000
4145,1598,23,1,43000
4146,1599,2,2,251000
4147,1600,16,1,87000
4148,1600,23,1,43000
4149,1601,15,2,87000
4150,1602,20,2,43000
4151,1603,19,3,131000
4152,1604,7,3,90000
4153,1604,21,1,67000
4154,1604,12,3,510000
4155,1605,19,1,131000
4156,1605,25,2,55000
4157,1605,9,1,188000
4158,1606,18,3,147000
4159,1606,8,3,236000
4160,1607,23,2,43000
4161,1607,17,3,108000
4162,1607,25,1,55000
4163,1608,25,2,55000
4164,1608,15,3,87000
4165,1608,20,2,43000
4166,1609,15,1,87000
4167,1609,16,2,87000
4168,1610,12,2,510000
4169,1610,24,3,49000
4170,1611,17,1,108000
4171,1611,4,3,188000
4172,1612,16,51,87000
4173,1612,14,73,252000
4174,1612,2,55,251000
4175,1613,15,3,87000
4176,1613,3,3,212000
4177,1614,14,1,252000
4178,1615,21,2,67000
4179,1615,22,1,32000
4180,1616,18,3,147000
4181,1617,11,1,187000
4182,1617,5,1,108000
4183,1617,16,3,87000
4184,1618,8,2,236000
4185,1618,3,3,212000
4186,1618,18,2,147000
4187,1619,4,2,188000
4188,1620,24,3,49000
4189,1620,8,1,236000
4190,1621,5,2,108000
4191,1621,10,1,421000
4192,1621,4,1,188000
4193,1622,15,2,87000
4194,1622,7,3,90000
4195,1622,3,1,212000
4196,1623,13,2,463000
4197,1623,16,1,87000
4198,1624,19,1,131000
4199,1624,24,1,49000
4200,1624,23,3,43000
4201,1625,10,3,421000
4202,1626,4,3,188000
4203,1627,5,2,108000
4204,1628,14,2,252000
4205,1628,21,3,67000
4206,1628,12,2,510000
4207,1629,21,3,67000
4208,1630,11,2,187000
4209,1630,10,2,421000
4210,1631,1,3,147000
4211,1632,20,2,43000
4212,1633,10,3,421000
4213,1634,23,1,43000
4214,1634,21,2,67000
4215,1634,20,1,43000
4216,1635,1,3,147000
4217,1635,20,3,43000
4218,1635,2,1,251000
4219,1636,13,1,463000
4220,1636,1,3,147000
4221,1637,8,1,236000
4222,1637,6,3,108000
4223,1638,18,1,147000
4224,1638,11,2,187000
4225,1639,7,1,90000
4226,1639,13,2,463000
4227,1640,18,3,147000
4228,1640,13,3,463000
4229,1641,20,2,43000
4230,1642,1,2,147000
4231,1642,9,1,188000
4232,1642,3,1,212000
4233,1643,22,1,32000
4234,1643,7,2,90000
4235,1644,24,36,49000
4236,1644,9,34,188000
4237,1644,14,49,252000
4238,1645,2,15,251000
4239,1645,13,21,463000
4240,1645,22,24,32000
4241,1645,12,56,510000
4242,1646,7,46,90000
4243,1646,18,51,147000
4244,1647,7,21,90000
4245,1647,13,19,463000
4246,1648,14,60,252000
4247,1648,12,41,510000
4248,1648,18,52,147000
4249,1648,7,36,90000
4250,1648,9,22,188000
4251,1649,12,3,510000
4252,1649,3,1,212000
4253,1650,2,3,251000
4254,1650,19,1,131000
4255,1650,17,2,108000
4256,1651,5,2,108000
4257,1651,16,3,87000
4258,1652,2,1,251000
4259,1652,6,2,108000
4260,1653,14,1,252000
4261,1653,10,3,421000
4262,1653,15,2,87000
4263,1654,20,3,43000
4264,1654,2,3,251000
4265,1655,20,1,43000
4266,1656,24,2,49000
4267,1656,19,3,131000
4268,1657,9,15,188000
4269,1657,17,57,108000
4270,1658,13,47,463000
4271,1658,4,35,188000
4272,1659,18,54,147000
4273,1659,7,32,90000
4274,1660,1,43,147000
4275,1660,2,32,251000
4276,1660,22,53,32000
4277,1660,13,29,463000
4278,1661,6,28,108000
4279,1661,11,23,187000
4280,1661,16,47,87000
4281,1661,15,22,87000
4282,1662,9,29,188000
4283,1662,21,19,67000
4284,1662,16,51,87000
4285,1662,20,30,43000
4286,1662,17,49,108000
4287,1663,25,28,55000
4288,1663,12,43,510000
4289,1663,16,23,87000
4290,1663,15,30,87000
4291,1663,21,11,67000
4292,1664,13,53,463000
4293,1664,7,17,90000
4294,1664,8,43,236000
4295,1665,2,28,251000
4296,1665,1,10,147000
4297,1665,3,18,212000
4298,1666,18,3,147000
4299,1666,3,3,212000
4300,1667,8,3,236000
4301,1667,24,2,49000
4302,1667,20,1,43000
4303,1668,23,3,43000
4304,1669,24,2,49000
4305,1669,7,1,90000
4306,1670,2,3,251000
4307,1670,20,3,43000
4308,1670,16,2,87000
4309,1671,6,2,108000
4310,1671,8,2,236000
4311,1671,14,3,252000
4312,1672,1,3,147000
4313,1673,22,1,32000
4314,1674,8,1,236000
4315,1674,23,1,43000
4316,1674,5,1,108000
4317,1675,8,3,236000
4318,1676,5,1,108000
4319,1676,14,1,252000
4320,1677,21,2,67000
4321,1678,21,2,67000
4322,1678,11,2,187000
4323,1679,8,1,236000
4324,1679,9,1,188000
4325,1680,24,29,49000
4326,1680,1,60,147000
4327,1680,20,56,43000
4328,1681,7,103,90000
4329,1681,4,81,188000
4330,1681,20,56,43000
4331,1681,13,114,463000
4332,1681,15,66,87000
4333,1682,13,31,463000
4334,1682,1,93,147000
4335,1682,24,63,49000
4336,1683,2,2,251000
4337,1684,25,3,55000
4338,1684,2,2,251000
4339,1684,6,1,108000
4340,1685,18,1,147000
4341,1685,17,2,108000
4342,1685,2,1,251000
4343,1686,20,78,43000
4344,1686,13,95,463000
4345,1686,12,44,510000
4346,1686,9,87,188000
4347,1686,7,61,90000
4348,1687,9,92,188000
4349,1687,13,44,463000
4350,1687,14,35,252000
4351,1687,2,34,251000
4352,1688,13,15,463000
4353,1688,6,18,108000
4354,1688,15,52,87000
4355,1689,4,41,188000
4356,1689,16,55,87000
4357,1689,20,15,43000
4358,1689,8,23,236000
4359,1690,8,36,236000
4360,1690,25,41,55000
4361,1690,15,40,87000
4362,1690,7,42,90000
4363,1691,20,2,43000
4364,1691,7,1,90000
4365,1692,25,3,55000
4366,1692,1,2,147000
4367,1693,3,3,212000
4368,1694,19,1,131000
4369,1695,9,2,188000
4370,1696,7,2,90000
4371,1696,11,2,187000
4372,1697,2,2,251000
4373,1697,6,2,108000
4374,1697,1,1,147000
4375,1698,3,3,212000
4376,1698,6,2,108000
4377,1698,4,2,188000
4378,1699,13,1,463000
4379,1699,21,2,67000
4380,1699,23,2,43000
4381,1700,15,1,87000
4382,1700,4,2,188000
4383,1700,10,2,421000
4384,1701,16,3,87000
4385,1701,14,3,252000
4386,1701,5,2,108000
4387,1702,20,1,43000
4388,1703,13,3,463000
4389,1703,25,3,55000
4390,1704,10,1,421000
4391,1704,21,3,67000
4392,1704,20,2,43000
4393,1705,18,1,147000
4394,1706,20,1,43000
4395,1706,12,1,510000
4396,1707,3,3,212000
4397,1708,4,1,188000
4398,1708,21,3,67000
4399,1708,9,2,188000
4400,1709,21,2,67000
4401,1710,11,1,187000
4402,1711,21,2,67000
4403,1712,18,2,147000
4404,1713,3,3,212000
4405,1713,6,1,108000
4406,1714,9,3,188000
4407,1715,22,12,32000
4408,1715,11,59,187000
4409,1715,23,44,43000
4410,1716,1,32,147000
4411,1716,7,22,90000
4412,1716,18,25,147000
4413,1717,23,27,43000
4414,1717,6,37,108000
4415,1717,22,59,32000
4416,1717,18,30,147000
4417,1717,10,18,421000
4418,1718,16,2,87000
4419,1718,2,1,251000
4420,1719,5,2,108000
4421,1720,3,2,212000
4422,1720,19,1,131000
4423,1721,3,58,212000
4424,1721,17,53,108000
4425,1721,4,49,188000
4426,1721,12,79,510000
4427,1722,12,30,510000
4428,1722,15,78,87000
4429,1722,25,22,55000
4430,1723,15,21,87000
4431,1723,20,70,43000
4432,1723,10,49,421000
4433,1723,1,40,147000
4434,1723,2,32,251000
4435,1724,16,46,87000
