id_pedido,id_cliente,id_canal,fecha_pedido,estado_pedido,monto_total
1360,380,1,2026-01-04,entregado,588000
1361,380,1,2025-02-19,entregado,1183000
1362,380,1,2025-02-21,entregado,1827000
1363,381,3,2025-07-28,pagado,9534000
1364,381,2,2025-06-16,entregado,8341000
1365,381,2,2025-12-22,creado,11551000
1366,381,3,2026-01-10,entregado,20009000
1367,382,1,2026-01-12,creado,294000
1368,382,2,2026-01-23,entregado,766000
1369,382,1,2025-08-09,entregado,497000
1370,382,2,2025-12-13,entregado,390000
1371,383,3,2024-12-11,entregado,39091000
1372,383,3,2024-12-15,entregado,18698000
1373,383,3,2025-05-18,entregado,106958000
1374,383,3,2025-12-05,entregado,33537000
1375,383,1,2025-02-28,entregado,39019000
1376,383,2,2025-06-12,entregado,81915000
1377,383,3,2025-07-22,creado,9474000
1378,384,1,2026-01-02,entregado,261000
1379,384,1,2026-02-22,pagado,388000
1380,384,1,2026-02-26,entregado,551000
1381,385,3,2026-04-21,entregado,807000
1382,385,1,2025-12-13,entregado,376000
1383,385,1,2025-07-09,entregado,764000
1384,385,1,2025-07-28,creado,808000
1385,385,2,2025-10-26,entregado,564000
1386,386,3,2025-12-26,entregado,79198000
1387,386,3,2026-01-20,entregado,92221000
1388,386,1,2026-03-14,entregado,97700000
1389,386,2,2025-12-28,entregado,79833000
1390,386,3,2026-01-19,pagado,27868000
1391,386,2,2026-04-17,creado,30613000
1392,386,2,2025-11-07,entregado,13344000
1393,386,2,2025-09-04,creado,114239000
1394,386,3,2025-08-27,entregado,18242000
1395,386,3,2025-09-01,entregado,63922000
1396,387,2,2026-05-22,entregado,40602000
1397,387,3,2026-04-01,pagado,29794000
1398,387,3,2026-04-11,pagado,64390000
1399,387,1,2026-05-06,entregado,78005000
1400,387,3,2026-04-06,pagado,26233000
1401,388,1,2025-02-23,entregado,1394000
1402,388,2,2025-01-07,entregado,637000
1403,389,3,2026-01-01,entregado,10896000
1404,389,1,2026-02-27,creado,32991000
1405,389,3,2026-04-10,creado,79755000
1406,390,2,2026-02-22,entregado,424000
1407,390,1,2025-05-24,entregado,1913000
1408,390,2,2026-04-19,pagado,216000
1409,390,1,2026-04-04,entregado,1281000
1410,390,1,2025-09-07,creado,836000
1411,390,1,2025-07-28,entregado,108000
1412,391,1,2026-04-28,creado,50035000
1413,391,2,2026-05-18,pagado,27680000
1414,391,1,2026-04-18,entregado,17100000
1415,391,3,2026-05-28,entregado,20685000
1416,392,3,2026-01-24,pagado,34616000
1417,393,2,2025-05-14,entregado,233000
1418,394,2,2026-01-12,entregado,580000
1419,394,2,2025-12-07,creado,294000
1420,395,1,2026-05-24,entregado,934000
1421,395,1,2026-05-15,entregado,334000
1422,396,2,2024-09-06,entregado,1250000
1423,396,1,2024-09-23,pagado,196000
1424,396,1,2024-10-18,creado,1945000
1425,396,1,2025-10-15,entregado,880000
1426,396,2,2024-11-06,pagado,442000
1427,397,2,2024-11-14,entregado,22969000
1428,397,3,2025-07-23,entregado,21914000
1429,397,3,2025-01-01,entregado,21586000
1430,397,2,2025-11-10,entregado,6685000
1431,398,1,2025-10-28,creado,244000
1432,398,1,2026-01-05,entregado,425000
1433,398,1,2026-01-09,creado,324000
1434,398,2,2025-12-28,creado,90000
1435,398,1,2026-01-06,entregado,131000
1436,398,1,2025-10-22,entregado,467000
1437,400,1,2025-08-03,entregado,237000
1438,400,1,2025-07-28,entregado,576000
1439,400,1,2025-05-02,entregado,472000
1440,400,2,2025-08-19,creado,521000
1441,400,2,2025-12-08,pagado,86000
1442,400,2,2025-03-02,entregado,855000
1443,401,2,2025-08-04,creado,1116000
1444,401,1,2026-02-07,pagado,251000
1445,402,1,2026-03-28,entregado,57979000
1446,402,3,2026-05-11,pagado,18305000
1447,402,2,2026-03-11,entregado,33570000
1448,402,3,2026-05-21,creado,23465000
1449,402,3,2026-05-24,creado,30549000
1450,402,2,2026-04-26,creado,70571000
1451,402,2,2026-03-06,entregado,44564000
1452,402,2,2026-03-28,entregado,26075000
1453,404,2,2026-02-18,pagado,812000
1454,406,2,2026-04-07,entregado,30586000
1455,406,3,2026-04-01,pagado,33444000
1456,406,3,2026-01-11,entregado,12263000
1457,406,2,2026-04-20,pagado,19728000
1458,407,3,2025-12-04,entregado,23249000
1459,407,2,2025-09-13,entregado,15229000
1460,407,3,2025-09-17,entregado,5994000
1461,408,1,2026-03-19,entregado,715000
1462,408,1,2026-04-15,entregado,1263000
1463,408,1,2026-05-19,entregado,236000
1464,408,2,2026-03-04,pagado,633000
1465,409,2,2025-05-28,creado,216000
1466,409,2,2025-08-18,entregado,257000
1467,409,1,2025-06-27,entregado,1319000
1468,409,1,2025-08-10,pagado,1442000
1469,409,1,2025-10-11,pagado,564000
1470,410,2,2026-04-14,pagado,862000
1471,410,2,2026-03-05,entregado,262000
1472,410,2,2026-05-14,entregado,175000
1473,410,2,2025-11-18,pagado,649000
1474,410,2,2026-02-24,pagado,1003000
1475,410,2,2026-02-06,entregado,190000
1476,411,2,2025-08-01,creado,507000
1477,412,2,2025-08-26,creado,502000
1478,412,1,2024-12-16,entregado,303000
1479,413,1,2025-09-12,entregado,29740000
1480,413,3,2025-04-20,entregado,66329000
1481,413,2,2025-05-04,entregado,27670000
1482,415,1,2025-09-26,pagado,130000
1483,415,2,2024-12-11,creado,214000
1484,415,2,2025-08-18,entregado,831000
1485,415,3,2025-01-02,entregado,687000
1486,415,2,2025-03-24,creado,506000
1487,416,2,2026-02-02,pagado,96000
1488,416,1,2026-03-28,entregado,514000
1489,416,2,2026-02-20,entregado,480000
1490,417,2,2024-12-01,pagado,668000
1491,417,1,2025-07-19,entregado,2123000
1492,418,2,2025-09-07,pagado,506000
1493,418,2,2025-12-11,entregado,187000
1494,418,2,2026-04-15,creado,1428000
1495,418,2,2024-10-12,pagado,32000
1496,419,1,2026-03-14,creado,276000
1497,419,1,2025-10-20,entregado,1263000
1498,419,2,2025-12-19,entregado,606000
1499,419,2,2025-12-10,entregado,562000
1500,419,1,2026-02-14,pagado,98000
1501,420,1,2025-04-03,entregado,1347000
1502,422,1,2026-02-28,creado,98000
1503,423,1,2026-01-08,pagado,668000
1504,423,2,2026-04-28,entregado,1058000
1505,423,2,2025-12-16,entregado,563000
1506,423,2,2025-11-01,creado,1389000
1507,424,1,2024-11-02,entregado,10702000
1508,424,1,2025-12-26,pagado,24624000
1509,424,3,2026-01-13,creado,10470000
1510,424,1,2025-06-28,pagado,18001000
1511,426,1,2026-04-27,entregado,218000
1512,426,1,2024-11-16,entregado,490000
1513,426,1,2025-11-07,entregado,683000
1514,426,1,2025-07-25,entregado,1389000
1515,428,3,2025-07-28,entregado,11066000
1516,428,1,2025-06-07,entregado,38838000
1517,428,3,2025-01-06,pagado,44252000
1518,429,3,2026-03-09,entregado,32274000
1519,430,2,2025-08-12,entregado,452000
1520,430,2,2025-09-19,pagado,324000
1521,430,1,2025-11-16,entregado,504000
1522,430,1,2026-01-22,pagado,1389000
1523,430,2,2025-11-18,entregado,558000
1524,430,2,2026-01-20,entregado,1735000
1525,431,1,2025-11-05,entregado,1763000
1526,434,2,2025-07-03,entregado,54622000
1527,434,2,2026-01-26,pagado,25636000
1528,434,3,2024-12-04,entregado,26060000
1529,434,1,2024-11-21,creado,7975000
1530,434,1,2025-12-18,entregado,78458000
1531,434,2,2026-01-10,creado,23884000
1532,434,2,2025-10-02,pagado,50183000
1533,435,3,2026-05-13,creado,27547000
1534,436,1,2025-05-01,pagado,353000
1535,436,2,2026-02-24,entregado,753000
1536,436,2,2025-10-09,pagado,134000
1537,437,3,2026-05-23,entregado,8556000
1538,437,3,2026-01-06,entregado,17058000
1539,437,3,2025-12-28,creado,91883000
1540,437,2,2026-01-04,creado,45284000
1541,437,3,2025-09-14,entregado,52498000
1542,437,1,2025-09-11,entregado,11108000
1543,437,3,2025-09-22,entregado,32528000
1544,437,2,2025-12-19,creado,107360000
1545,437,3,2026-02-16,entregado,46753000
1546,437,3,2026-01-27,entregado,21345000
1547,438,1,2025-01-19,entregado,381000
1548,438,2,2025-08-03,pagado,212000
1549,438,1,2025-12-19,entregado,1146000
1550,438,1,2025-01-24,entregado,211000
1551,438,2,2026-02-02,entregado,1467000
1552,439,2,2025-06-01,entregado,1212000
1553,439,1,2026-03-05,entregado,265000
1554,440,2,2026-04-02,entregado,10818000
1555,440,3,2026-03-13,pagado,5627000
1556,441,1,2025-02-05,entregado,129000
1557,442,3,2026-02-04,entregado,22761000
1558,442,1,2026-05-25,entregado,33561000
1559,442,3,2026-02-04,entregado,57454000
1560,442,1,2026-02-14,creado,17208000
1561,442,3,2026-04-15,entregado,38947000
1562,442,1,2026-05-24,creado,21976000
1563,443,2,2026-01-10,entregado,1116000
1564,443,1,2026-01-03,entregado,1283000
1565,444,2,2026-05-09,entregado,975000
1566,444,1,2026-03-06,creado,842000
1567,444,1,2026-04-20,entregado,201000
1568,445,1,2025-09-19,creado,842000
1569,445,1,2026-03-24,entregado,1500000
1570,445,1,2025-10-13,entregado,698000
1571,445,1,2025-12-07,entregado,49000
1572,446,3,2025-12-23,entregado,11740000
1573,446,2,2026-02-26,entregado,27038000
1574,446,1,2025-11-03,entregado,6563000
1575,446,3,2026-01-12,creado,9210000
1576,447,1,2025-04-02,creado,393000
1577,447,1,2026-02-28,entregado,1128000
1578,447,1,2026-05-23,entregado,753000
1579,447,2,2026-01-07,entregado,1306000
1580,447,1,2025-12-17,entregado,186000
1581,447,1,2025-02-21,creado,43000
1582,448,2,2026-04-28,entregado,57861000
1583,448,3,2025-03-12,entregado,39890000
1584,449,2,2025-12-15,pagado,448000
1585,449,1,2024-12-21,pagado,147000
1586,449,1,2025-03-24,entregado,1547000
1587,449,3,2025-11-18,entregado,1707000
1588,450,3,2026-04-18,entregado,6870000
1589,450,3,2024-12-20,entregado,18371000
1590,450,3,2025-03-25,entregado,28472000
1591,450,2,2025-03-25,creado,20976000
1592,450,3,2024-12-13,entregado,31381000
1593,451,3,2026-02-09,entregado,36478000
1594,451,3,2025-06-24,creado,3730000
1595,452,2,2024-12-18,creado,708000
1596,452,1,2024-12-21,creado,294000
1597,453,1,2026-02-21,creado,757000
1598,453,2,2025-06-21,creado,1487000
1599,453,1,2025-12-06,entregado,502000
1600,453,3,2025-06-25,pagado,130000
1601,454,2,2026-02-21,pagado,174000
1602,455,2,2025-06-15,entregado,86000
1603,455,1,2025-12-25,entregado,393000
1604,455,2,2026-02-19,entregado,1867000
1605,456,2,2025-06-28,entregado,429000
1606,456,1,2024-12-26,pagado,1149000
1607,456,1,2025-12-11,entregado,465000
1608,456,3,2026-05-10,entregado,457000
1609,456,1,2025-06-04,entregado,261000
1610,457,2,2026-02-07,entregado,1167000
1611,457,1,2026-04-25,pagado,672000
1612,459,3,2024-12-06,creado,36638000
1613,461,1,2026-02-05,creado,897000
1614,461,1,2026-02-21,entregado,252000
1615,462,1,2025-01-02,entregado,166000
1616,462,2,2025-07-08,entregado,441000
1617,462,2,2025-10-09,entregado,556000
1618,462,2,2025-10-09,entregado,1402000
1619,462,1,2025-02-14,entregado,376000
1620,462,2,2026-02-01,entregado,383000
1621,463,1,2025-12-27,entregado,825000
1622,463,1,2025-07-24,entregado,656000
1623,463,1,2025-06-13,entregado,1013000
1624,463,2,2026-04-23,entregado,309000
1625,463,1,2025-12-18,entregado,1263000
1626,463,2,2026-01-04,entregado,564000
1627,464,1,2024-09-16,entregado,216000
1628,464,1,2025-01-08,pagado,1725000
1629,464,3,2026-01-22,entregado,201000
1630,464,1,2024-06-10,entregado,1216000
1631,464,1,2025-08-06,entregado,441000
1632,465,2,2026-05-07,pagado,86000
1633,466,1,2025-05-03,pagado,1263000
1634,466,2,2026-03-15,entregado,220000
1635,466,2,2025-01-11,entregado,821000
1636,466,2,2025-10-21,entregado,904000
1637,466,1,2025-11-23,entregado,560000
1638,467,1,2026-04-18,creado,521000
1639,467,1,2026-05-14,creado,1016000
1640,467,2,2026-05-02,entregado,1830000
1641,467,1,2026-05-26,pagado,86000
1642,467,1,2026-05-07,entregado,694000
1643,467,2,2026-05-01,entregado,212000
1644,469,3,2025-07-18,entregado,20504000
1645,469,1,2026-01-27,entregado,42816000
1646,469,3,2026-05-05,entregado,11637000
1647,469,3,2025-12-19,entregado,10687000
1648,469,1,2025-08-06,entregado,51050000
1649,471,2,2025-12-18,entregado,1742000
1650,471,1,2025-12-26,creado,1100000
1651,471,2,2025-12-22,entregado,477000
1652,472,2,2026-04-03,creado,467000
1653,473,1,2025-07-06,entregado,1689000
1654,473,1,2026-05-28,entregado,882000
1655,473,2,2025-09-15,entregado,43000
1656,473,2,2025-11-05,entregado,491000
1657,474,1,2026-04-01,entregado,8976000
1658,474,1,2026-04-20,entregado,28341000
1659,474,3,2025-11-16,entregado,10818000
1660,474,3,2025-12-21,creado,29476000
1661,474,1,2026-02-26,entregado,13328000
1662,475,3,2026-04-12,entregado,17744000
1663,475,1,2026-02-28,entregado,28818000
1664,475,3,2026-05-10,creado,36217000
1665,475,2,2025-12-01,creado,12314000
1666,477,1,2026-05-04,entregado,1077000
1667,478,2,2025-10-03,creado,849000
1668,479,2,2025-12-11,creado,129000
1669,479,1,2026-01-26,entregado,188000
1670,479,2,2026-01-19,entregado,1056000
1671,479,2,2025-09-25,creado,1444000
1672,479,1,2025-10-21,entregado,441000
1673,479,1,2026-02-18,creado,32000
1674,480,1,2026-05-21,entregado,387000
1675,480,2,2026-05-10,entregado,708000
1676,480,1,2026-05-15,entregado,360000
1677,481,2,2026-04-14,entregado,134000
1678,481,2,2025-08-15,creado,508000
1679,481,2,2026-01-01,entregado,424000
1680,482,1,2026-02-05,entregado,12649000
1681,483,3,2026-05-18,entregado,85430000
1682,483,3,2025-03-24,creado,31111000
1683,484,1,2026-05-13,pagado,502000
1684,484,1,2026-01-21,entregado,775000
1685,484,1,2026-03-25,creado,614000
1686,485,2,2025-06-01,entregado,91625000
1687,485,3,2026-02-23,pagado,55022000
1688,486,3,2025-12-21,entregado,13413000
1689,486,3,2025-12-13,entregado,18566000
1690,486,3,2026-01-21,entregado,18011000
1691,487,2,2025-04-12,pagado,176000
1692,488,2,2026-02-27,pagado,459000
1693,488,2,2026-01-10,entregado,636000
1694,488,2,2026-01-21,creado,131000
1695,488,2,2026-02-11,entregado,376000
1696,489,2,2025-09-22,pagado,554000
1697,489,2,2026-02-25,entregado,865000
1698,489,1,2025-02-05,entregado,1228000
1699,489,2,2026-03-17,entregado,683000
1700,489,2,2025-02-21,pagado,1305000
1701,489,3,2025-12-10,entregado,1233000
1702,490,1,2025-12-13,creado,43000
1703,492,1,2026-02-24,entregado,1554000
1704,492,2,2025-09-25,pagado,708000
1705,492,1,2026-01-25,entregado,147000
1706,492,2,2026-02-22,entregado,553000
1707,493,1,2026-05-21,creado,636000
1708,494,1,2026-04-01,entregado,765000
1709,494,3,2025-12-15,entregado,134000
1710,494,2,2025-11-18,entregado,187000
1711,494,2,2026-02-14,pagado,134000
1712,494,1,2025-07-07,entregado,294000
1713,494,1,2025-10-24,pagado,744000
1714,495,1,2026-02-19,entregado,564000
1715,496,1,2026-05-10,pagado,13309000
1716,496,1,2026-05-24,creado,10359000
1717,496,3,2026-04-18,entregado,19033000
1718,497,3,2024-10-24,pagado,425000
1719,498,2,2025-12-01,entregado,216000
1720,498,1,2025-06-10,creado,555000
1721,499,2,2026-04-17,pagado,67522000
1722,499,1,2026-04-24,entregado,23296000
1723,499,3,2026-04-06,pagado,39378000
1724,499,3,2026-04-26,entregado,30878000
1725,499,3,2026-04-05,entregado,26098000
1726,499,3,2026-04-04,pagado,10010000
1727,499,3,2026-05-02,entregado,41629000
1728,499,2,2026-05-22,entregado,25531000
1729,500,2,2025-08-07,entregado,735000
1730,500,1,2025-05-14,pagado,510000
1731,500,2,2025-06-03,entregado,110000
1732,500,2,2025-06-17,pagado,632000
1733,502,3,2025-04-06,pagado,21999000
1734,502,3,2025-05-28,creado,17712000
1735,502,1,2025-10-21,entregado,18785000
1736,502,2,2025-06-01,entregado,15234000
1737,502,3,2026-01-12,entregado,14364000
1738,504,1,2025-11-05,pagado,409000
1739,504,1,2025-03-06,pagado,687000
1740,504,1,2024-12-03,creado,486000
1741,504,1,2026-03-07,entregado,641000
1742,504,2,2025-01-19,entregado,113000
1743,505,2,2026-05-05,entregado,177000
1744,506,3,2026-02-13,entregado,14357000
1745,506,3,2026-05-12,entregado,28331000
1746,506,3,2025-08-02,entregado,32923000
1747,506,1,2025-07-09,entregado,37518000
1748,507,2,2026-02-02,creado,174000
1749,507,1,2025-12-25,pagado,560000
1750,507,1,2025-08-24,entregado,832000
1751,507,1,2025-07-28,entregado,287000
1752,507,2,2026-05-01,pagado,251000
1753,507,1,2026-05-14,pagado,882000
1754,508,3,2024-07-26,entregado,11158000
1755,508,3,2024-10-11,creado,40300000
1756,508,3,2025-07-01,creado,1475000
1757,508,1,2026-04-24,entregado,26376000
1758,509,1,2025-11-03,pagado,324000
1759,509,1,2026-04-17,entregado,1059000
1760,509,1,2025-08-03,pagado,98000
1761,510,3,2025-08-28,creado,21167000
1762,510,2,2025-07-13,pagado,21171000
1763,510,3,2024-11-24,pagado,13554000
1764,511,2,2026-04-12,creado,504000
1765,512,3,2025-04-08,entregado,17572000
1766,512,1,2025-02-20,entregado,25986000
1767,513,1,2025-09-25,pagado,188000
1768,513,2,2025-12-25,entregado,821000
1769,513,1,2025-06-18,entregado,216000
1770,513,1,2026-02-01,entregado,463000
1771,514,3,2026-01-14,pagado,18731000
1772,514,3,2026-03-11,pagado,9330000
1773,514,2,2025-11-22,entregado,14282000
1774,515,1,2026-01-09,entregado,512000
1775,515,2,2025-10-15,entregado,756000
1776,515,1,2025-05-27,entregado,510000
1777,516,3,2025-12-24,entregado,147000
1778,516,2,2025-12-10,entregado,1338000
1779,516,2,2025-12-12,pagado,1726000
1780,516,2,2025-12-02,entregado,212000
1781,516,3,2025-11-07,entregado,732000
1782,516,1,2025-12-03,pagado,672000
1783,517,1,2025-04-17,creado,52098000
1784,518,1,2025-12-09,entregado,1492000
1785,518,1,2026-02-28,entregado,670000
1786,518,1,2025-09-02,entregado,450000
1787,518,2,2026-01-05,creado,1140000
1788,518,1,2025-09-14,creado,1083000
1789,518,1,2026-02-21,entregado,1136000
1790,519,2,2025-09-01,entregado,1576000
1791,519,2,2025-08-10,creado,1765000
1792,519,1,2025-12-11,pagado,1140000
1793,519,1,2025-05-09,pagado,422000
1794,519,2,2026-02-28,entregado,1020000
1795,520,1,2026-05-10,entregado,993000
1796,520,1,2026-05-27,pagado,201000
1797,522,1,2026-02-03,pagado,108000
1798,523,1,2025-03-27,creado,26274000
1799,523,3,2025-03-24,entregado,48777000
1800,523,3,2025-01-25,creado,88615000
1801,523,1,2024-12-04,entregado,23538000
1802,523,3,2024-11-27,creado,66446000
1803,523,2,2025-02-15,creado,54296000
1804,523,3,2024-08-23,entregado,12169000
1805,524,3,2026-01-16,entregado,55977000
1806,525,2,2026-03-06,pagado,306000
1807,525,1,2026-05-01,entregado,564000
1808,527,1,2026-01-08,pagado,879000
1809,527,2,2025-08-04,pagado,510000
1810,528,1,2025-11-19,entregado,643000
1811,528,2,2025-07-03,pagado,1081000
1812,528,1,2026-02-25,pagado,561000
1813,528,2,2025-03-20,pagado,252000
1814,529,1,2026-01-07,entregado,969000
1815,529,1,2026-01-12,entregado,504000
1816,530,1,2026-04-01,entregado,517000
1817,530,2,2025-04-20,creado,1013000
1818,530,1,2025-09-14,entregado,32000
1819,530,1,2025-07-14,entregado,472000
1820,531,2,2025-12-06,pagado,441000
1821,531,1,2026-04-23,pagado,1969000
1822,531,2,2025-09-09,entregado,252000
1823,531,1,2025-11-19,entregado,147000
1824,532,1,2025-06-09,pagado,211000
1825,532,1,2025-12-05,pagado,297000
1826,532,2,2026-01-12,entregado,484000
1827,533,1,2026-04-05,creado,174000
1828,533,1,2026-04-28,pagado,292000
1829,533,1,2026-04-24,creado,2105000
1830,533,1,2026-05-04,creado,339000
1831,533,2,2026-04-03,creado,187000
1832,534,2,2025-07-07,pagado,98000
1833,534,2,2025-06-19,pagado,1410000
1834,534,1,2024-11-05,creado,392000
1835,534,1,2024-12-14,entregado,323000
1836,534,2,2025-02-12,creado,440000
1837,535,1,2025-08-27,entregado,674000
1838,535,2,2025-09-26,pagado,67000
1839,536,1,2026-03-18,entregado,25868000
1840,536,1,2026-01-03,pagado,63028000
1841,536,3,2026-01-19,creado,41320000
1842,537,3,2026-03-18,pagado,21517000
1843,537,2,2025-01-26,creado,36772000
1844,538,1,2026-05-27,entregado,502000
1845,538,2,2026-05-18,entregado,174000
1846,539,2,2026-02-28,entregado,50362000
1847,539,3,2026-04-03,entregado,31908000
1848,539,3,2026-03-22,entregado,25627000
1849,539,3,2026-01-16,creado,19747000
1850,540,1,2025-10-14,entregado,638000
1851,540,2,2024-10-10,entregado,490000
1852,540,1,2024-10-23,entregado,940000
1853,540,1,2026-01-23,entregado,472000
1854,541,1,2026-01-06,creado,54226000
1855,542,3,2025-12-09,entregado,8801000
1856,543,2,2026-02-05,entregado,1354000
1857,543,2,2025-07-17,pagado,1875000
1858,543,1,2025-10-18,entregado,309000
1859,543,1,2026-02-17,pagado,549000
1860,543,2,2025-12-02,entregado,620000
1861,544,1,2025-12-13,entregado,809000
1862,544,1,2026-02-09,pagado,201000
1863,544,2,2025-11-17,entregado,1389000
1864,544,1,2025-07-19,entregado,1792000
1865,544,1,2026-01-19,entregado,1177000
1866,544,2,2025-12-21,entregado,1046000
1867,545,1,2025-07-09,entregado,610000
1868,545,1,2025-12-20,entregado,586000
1869,546,2,2026-05-22,creado,274000
1870,546,2,2026-04-17,entregado,1550000
1871,546,1,2026-04-02,entregado,530000
1872,546,2,2026-04-21,entregado,87000
1873,546,1,2026-04-11,entregado,473000
1874,547,1,2026-03-26,entregado,753000
1875,547,1,2026-05-25,entregado,216000
1876,547,1,2026-03-04,entregado,393000
1877,547,1,2026-02-15,creado,763000
1878,547,2,2026-02-12,entregado,393000
1879,547,1,2026-02-20,entregado,425000
1880,548,1,2025-08-08,pagado,1101000
1881,549,3,2026-02-06,pagado,43404000
1882,549,1,2026-04-11,creado,33334000
1883,550,3,2026-02-04,creado,20841000
1884,550,3,2026-03-05,pagado,8708000
1885,551,1,2025-07-13,entregado,636000
1886,551,2,2025-05-24,entregado,1186000
1887,552,2,2025-07-01,pagado,1540000
1888,553,3,2026-01-24,creado,40494000
1889,553,3,2026-03-06,entregado,23887000
1890,553,3,2026-02-02,entregado,61708000
1891,553,3,2026-01-21,pagado,134739000
1892,553,1,2026-01-04,creado,57649000
1893,554,2,2026-05-09,pagado,516000
1894,554,1,2026-05-05,entregado,1530000
1895,554,2,2026-04-17,creado,251000
1896,554,1,2026-03-20,entregado,64000
1897,556,1,2025-06-02,pagado,637000
1898,556,2,2025-07-08,entregado,913000
1899,556,1,2026-04-21,entregado,201000
1900,556,3,2025-04-27,entregado,421000
1901,556,2,2025-08-07,pagado,724000
1902,556,1,2026-02-17,creado,636000
1903,557,1,2026-03-05,entregado,261000
1904,558,1,2026-05-22,entregado,529000
1905,558,1,2026-04-16,creado,479000
1906,558,2,2026-04-02,entregado,1012000
1907,558,1,2026-05-18,entregado,43000
1908,558,1,2026-05-03,pagado,294000
1909,558,1,2026-04-13,entregado,1257000
1910,559,1,2026-05-08,pagado,180000
1911,559,1,2026-01-05,entregado,1303000
1912,559,2,2025-05-27,creado,662000
1913,559,2,2025-10-23,entregado,188000
1914,560,1,2026-01-03,entregado,472000
1915,560,2,2025-07-25,entregado,255000
1916,560,1,2025-12-07,entregado,108000
1917,560,2,2025-11-05,entregado,187000
1918,560,1,2025-12-18,creado,1557000
1919,560,3,2025-07-20,pagado,261000
1920,562,2,2025-09-15,entregado,201000
1921,562,2,2026-01-14,creado,557000
1922,562,1,2025-12-02,entregado,49000
1923,562,2,2024-11-03,creado,670000
1924,562,3,2025-07-17,entregado,247000
1925,562,3,2024-11-11,creado,317000
1926,563,3,2025-11-13,entregado,55000
1927,563,2,2025-07-05,entregado,202000
1928,565,2,2025-07-15,entregado,585000
1929,566,2,2025-12-05,creado,687000
1930,566,2,2025-05-02,creado,180000
1931,566,1,2025-10-07,pagado,504000
1932,566,2,2025-07-19,pagado,1897000
1933,567,1,2024-07-12,entregado,131000
1934,567,1,2026-01-27,entregado,90000
1935,567,2,2026-01-01,entregado,487000
1936,567,2,2025-12-06,entregado,2162000
1937,567,1,2025-02-04,creado,564000
1938,567,2,2025-03-10,entregado,1437000
1939,568,1,2026-02-15,pagado,284000
1940,568,2,2026-05-01,creado,950000
1941,568,2,2026-03-21,entregado,1530000
1942,568,1,2026-04-28,entregado,90000
1943,569,1,2026-02-21,pagado,744000
1944,569,1,2025-12-24,pagado,506000
1945,569,2,2025-10-13,entregado,3546000
1946,569,3,2026-02-07,creado,236000
1947,569,2,2025-08-14,creado,636000
1948,570,2,2025-11-07,pagado,325000
1949,570,2,2025-02-09,creado,284000
1950,571,1,2025-03-19,entregado,11140000
1951,571,1,2025-02-26,entregado,58997000
1952,571,3,2025-04-23,creado,56555000
1953,571,3,2026-05-10,entregado,41474000
1954,571,3,2025-12-12,creado,28438000
1955,571,3,2025-10-27,pagado,12168000
1956,571,3,2025-12-23,entregado,33128000
1957,571,3,2025-08-18,pagado,16655000
1958,571,3,2025-11-24,entregado,35930000
1959,571,3,2025-09-16,creado,24841000
1960,571,2,2026-01-18,creado,46217000
1961,572,2,2026-01-25,pagado,180000
1962,572,1,2026-01-17,creado,620000
1963,572,3,2026-05-04,entregado,282000
1964,573,3,2024-12-06,creado,16428000
1965,574,2,2024-07-15,entregado,1020000
1966,574,2,2024-07-16,entregado,369000
1967,574,2,2025-12-24,pagado,147000
1968,574,2,2025-11-03,entregado,129000
1969,574,1,2026-05-26,entregado,826000
1970,574,1,2025-05-08,entregado,108000
1971,575,1,2025-05-10,entregado,1132000
1972,575,1,2025-04-08,pagado,1650000
1973,575,1,2026-05-08,pagado,562000
1974,575,1,2026-02-16,entregado,1389000
1975,577,1,2026-05-09,entregado,1813000
1976,577,2,2026-02-03,entregado,255000
1977,577,1,2026-02-07,pagado,173000
1978,577,1,2026-03-13,entregado,834000
1979,577,1,2026-01-09,entregado,174000
1980,578,2,2026-05-21,entregado,30450000
1981,578,1,2025-01-24,entregado,44090000
1982,578,2,2024-11-05,creado,44088000
1983,578,1,2025-11-17,entregado,52688000
1984,578,2,2026-01-06,pagado,8650000
1985,578,3,2024-12-18,entregado,68407000
1986,579,1,2026-05-12,entregado,671000
1987,579,1,2026-05-01,entregado,895000
1988,579,2,2026-02-11,entregado,268000
1989,579,1,2026-01-23,entregado,571000
1990,579,2,2026-01-23,entregado,698000
1991,580,1,2024-10-23,entregado,842000
1992,580,1,2025-04-05,pagado,43000
1993,580,2,2025-07-07,pagado,472000
1994,580,2,2025-02-05,creado,410000
1995,581,1,2025-12-18,pagado,195000
1996,581,1,2026-03-15,pagado,201000
1997,582,2,2025-12-03,entregado,142000
1998,582,1,2025-10-11,entregado,316000
1999,582,1,2026-05-12,entregado,713000
2000,583,2,2026-04-23,entregado,65969000
2001,583,2,2026-05-09,entregado,44443000
2002,583,1,2026-05-09,entregado,10496000
2003,583,3,2026-05-20,entregado,9274000
2004,584,3,2025-12-18,entregado,10476000
2005,584,2,2025-10-13,creado,9517000
2006,584,3,2025-11-06,entregado,23296000
2007,585,2,2026-02-23,entregado,262000
2008,585,2,2026-02-23,pagado,468000
2009,585,1,2026-01-01,entregado,715000
2010,585,1,2026-01-19,entregado,1088000
2011,585,2,2026-02-19,entregado,532000
2012,585,2,2026-04-24,entregado,422000
2013,587,2,2026-05-16,creado,447000
2014,587,3,2026-04-13,entregado,1193000
2015,587,1,2026-05-22,entregado,690000
